"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"3540207163",2004-12-22,"2004",139.00,"Physics","The Physics of Traffic","Empirical Freeway Pattern Features, Engineering Applications, and Theory","Boris S.","Kerner","Daimler Chrysler AG, Stuttgart",,,,,,,,,,,,,"A",,,"HC","682",,"Understanding Complex Systems",,,"<P>In this monograph the author presents his so-called empirical spatial-temporal traffic pattern formation he had developed to reconcile the extremely complex dynamical non-linear process with empirical patterns that have been sufficiently understood onl",,,"B","China"
"1402025513",2004-12-22,"2004",141.00,"Philosophy","The Variables of Moral Capacity",,"David C.","Thomasma","Loyola University Chicago Medical Center, Maywood, IL","D.N.","Weisstub","University of Montreal School of Medicine, QC, Canada",,,,,,,,,,"E",,,"HC","333","2","International Library of Ethics, Law, and the New Medicine","000021",,,,,"C","Ghana"
"354020203X",2004-12-22,"2004",149.00,"Chemistry","Analytical Ultracentrifugation VII",,"Manfred D.","Lechner","University of Osnabrück, Germany","Lars","B÷rger","BASF Ludwigshafen, Germany",,,,,,,,,,"E",,,"HC","148",,"Progress in Colloid and Polymer Science","000127",,"<P></P> <P>This volume includes 19 contributions to the 13<SUP>th</SUP> International Symposium on Analytical Ultracentrifugation which took place at the university of Osnabrück on March 6th and 7th, 2003. The contributions from leading scientists cover a","<P>Technical Methods, Data analysis, Innovations</P> <P>Polymers, Colloids, Supramolecular Systems</P> <P>Biological and Interaction Systems</P> <P>Hydrodynamics and Modelling</P>",,"C","France"
"1402028903",2004-12-22,"2004",149.00,"Social Sciences","Challenges for Quality of Life in the Contemporary World","Advances in quality-of-life studies, theory and research","Wolfgang","Glatzer","Johann Wolfgang Goethe Universität, Frankfurt am Main, Germany","Susanne","von Below","Johann Wolfgang Goethe Universität, Frankfurt am Main, Germany","Matthias","Stoffregen","Johann Wolfgang Goethe Universität, Frankfurt am Main, Germany",,,,,,,"E",,,"HC","367",,"Social Indicators Research Series","000024",,"<P>The theme of the Fifth International Conference, organized by the International Society for Quality of Life Studies, was",,,"C","England"
"140202813X",2004-12-22,"2004",159.00,"Physics","Solar and Space Weather Radiophysics","Current Status and Future Developments","Dale E.","Gary","Center for Solar-Terrestrial Research, New Jersey Institute of Technology, Newark, NJ","Christoph U.","Keller","National Solar Observatory, Tucson, AZ",,,,,,,,,,"E",,"01","HC","400",,"Astrophysics and Space Science Library","000314",,"<P>The book explores what can be learned about the Sun and interplanetary space using present-day and future radio observations and techniques. The emphasis is on interpretation of radio data with high spatial and spectral resolution, motivated by the pla","<P>List of figures</P> <P>List of tables</P> <P>Preface</P> <P>1. Solar and Solar radio effects on technologies</P> <P>2. Overview of Solar readio physics and interplanetray disturbances</P> <P>3. The Frequency Agile Solar Radiotelescope</P> <P>4. Radio s",,"B","India"
"3540229574",2004-12-22,"2004",159.00,"Chemistry","Heterogeneous Kinetics","Theory of Ziegler-Natta-Kaminsky Polymerization","Tominaga","Keii","Tokyo, Japan",,,,,,,,,,,,,"A",,,"HC","264",,"Springer Series in Chemical Physics","000077",,"<P>This book, aimed at academic and industrial scientists, presents the most advanced theory and methods of chemical kinetics. The theory is explained on the basis of the author's historical and logical view of traditional kinetics, beginning with van't H","The Nature of Chemical Kinetics.- Thermodynamics of Chemical Reactions.- Experimental Methods and Treatment of Data.- Theory of Complex Reactions: Reaction Path.- Theory of Elementary Reactions.- Coordination Equilibrium and Kinetics.- Traditional Kinetic",,"C","USA"
"3540239316",2004-12-22,"2004",168.00,"Computer Science","Neural Information Processing","11th International Conference, ICONIP 2004, Calcutta, India, November 22-25, 2004, Proceedings","Nikil R.","Pal","Indian Statistical Institute, Calcutta, India","Nikola","Kasabov","Auckland University of Technology, New Zealand","Rajani K.","Mudi","Jadavpur University, India","Srimanta","Pal","Indian Statistical Institute, Calcutta, India","Swapan K.","Parui","Indian Statistical Institute, Calcutta, India","E",,,"SC","1398",,"Lecture Notes in Computer Science","003316",,"<P>This book constitutes the refereed proceedings of the 11<SUP>th</SUP> International Conference on Neural Information Processing, ICONIP 2004, held in Calcutta, India in November 2004.</P> <P></P> <P>The 186 revised papers presented together with 24 inv",,,"C","China"
"3540200738",2004-12-22,"2004",179.00,"Chemistry","Trends in Colloid and Interface Science XVII",,"ValΘrie","Cabuil","UniversitΘ P. et M. Curie, Paris, France","Pierre","Levitz","Ecole Polytechnique, Palaiseau, France","Claude","Treiner","Université P. et M. Curie, Paris, France",,,,,,,"E",,,"HC","174",,"Progress in Colloid and Polymer Science","000126",,"<P>This volume contains a peer reviewed selection of the papers presented at the highly successful sixteenth meeting of the European Colloid and Interface Society which was held in Paris, France in September 2003 and highlights some of the important advan",,,"C","Ghana"
"1402026331",2004-12-22,"2004",189.00,"Physics","Symmetries in Science XI",,"Bruno","Gruber","College of Science, Southern Illinois University at Carbondale, Carbondale, Illinois","Giuseppe","Marmo","Universita di Napoli",,,,,,,,,,,,,,"634",,,,,,,,"C","France"
"3540207252",2004-12-22,"2004",189.00,"Earth Sciences","Sinkholes and Subsidence","Karst and Cavernous Rocks in Engineering and Construction","Tony","Waltham","University of Nottingham, UK","Fred G.","Bell","British Geological Survey, Keyworth, UK","Martin G.","Culshaw","British Geological Survey, Keyworth, UK",,,,,,,"A",,,"HC","384","118","Springer Praxis Books",,,"<P>&nbsp;Sinkholes and Subsidence will provide a twenty-first century account of how the various subsidence features in carbonate and evaporite rocks cause problems in development and construction, in our living environment. The authors consider the vario","<P>&nbsp;Introduction </P> <P></P> <P></P> <P>Classification and nomenclature. </P> <P>Failures in rock (collapse and caprock sinkholes). </P> <P></P> <P></P> <P>Failures in soil (subsidence sinkholes). <P>Buried sinkholes. <P></P> <P></P> <P>Induced sink",,"B","England"
"3540216650",2004-12-22,"2004",189.00,"Miscellaneous","Principles of BOI","Clinical, Scientific, and Practical Guidelines to 4-D Dental Implantology","Stefan","Ihde","ZahnΣrztliche Klinik, Gommiswald, Switzerland",,,,,,,,,,,,,"A",,,"HC","416",,,,,"<P>&nbsp;Basal Osseointegration as a procedure developed on the basis of disc implantology is the method most commonly used for the unilateral treatment of advanced maxillary atrophy. The method is extremely well developed, because it was refined over a p",,,"C","USA"
"3540200584",2004-12-22,"2004",199.00,"Medicine","Macular Degeneration","Science and Medicine in Practice","Philip L.","Penfold","University of Sydney, NSW, Australia","Jan M.","Provis","The Australian National University, Canberra, ACT, Australia",,,,,,,,,,"E",,,"HC","202","200",,,,"<P>&nbsp;Macular Degeneration: Science &amp; Medicine in Practice provides a unique overview of current thinking in the pathogenesis, incidence and treatment of AMD. It includes, for the first time, a synthesis of the views of the world's leading scientis","<P>&nbsp;Anatomy, Physiology and Pathology: Anatomy and Development of the Macula. Central retinal ('macula') function. Histopathology. - Epidemiology: Developed world. Developing world. - Pathogenesis: Immunological aspects. Drusen: What they tell us. Th",,"B","China"
"3540219277",2004-12-22,"2004",199.00,"Medicine","Classic Papers in Modern Diagnostic Radiology",,"Adrian M. K.","Thomas","Bromley Hospital, Kent, UK","Arpan K.","Banerjee","Birmingham Heartlands Hospital, Birmingham, UK","Uwe","Busch","Deutsches R÷ntgenmuseum, Remscheid, Germany",,,,,,,"E",,,"HC","672",,,,,"<P>The book reproduces the classic papers that form the foundation of modern diagnostic and interventional radiology. Radiology has changed almost beyond recognition in the past 40 years and is now central to the practice of modern medicine. We now have n","<P>Classic Papers on: Computer-Tomography; Magnetic Resonance Imaging; Ultrasonography; Digital Imaging; PACS; Contrast Agents; Angiography and Interventional Radiology; Mammography.</P>",,"B","Ghana"
"3540222286",2004-12-22,"2004",199.00,"Medicine","Tumor Prevention and Genetics III",,"H.-J.","Senn","Center for Tumor Detection and Prevention, St. Gallen, Switzerland","R.","Morant","Center for Tumor Detection and Prevention, St. Gallen, Switzerland",,,,,,,,,,"E",,,"HC","334","29","Recent Results in Cancer Research","000166",,"<P>This volume contains the majority of the invited keynote lectures presented by experts at the Third International Conference on Controversies in Tumor Prevention and Genetics on 12-14 February 2004 in St.Gallen, Switzerland. Together, they reveal the l","Lifestyle and medical approaches to cancer prevention. Application of genetics to the prevention of colorectal cancer. Genetics and prevention of oesophageal adenocarcinoma. Preclinical models relevant to diet, exercise, and cancer risk. Individualizing i",,"C","France"
"3540232443",2004-12-22,"2004",229.00,"Physics","Nuclear Condensed Matter Physics with Synchrotron Radiation","Basic Principles, Methodology and Applications","Ralf","R÷hlsberger","HASYLAB am DESY, Hamburg, Germany",,,,,,,,,,,,,"A",,"01","HC","318",,"Springer Tracts in Modern Physics","000208",,"This book provides a comprehensive introduction to the growing field of nuclear solid state physics with synchrotron radiation, a technique that is finding a number of unique applications in fields such as magnetism, surface science, and lattice dynamics.","Introduction.- General Aspects of Nuclear Resonant Scattering.- Methods and Instrumentation.- Coherent Elastic Nuclear Resonant Scattering.- Inelastic Nuclear Resonant Scattering.- Advanced Scattering Techniques.-&nbsp;Outlook and Perspectives.- Concludin",,"C","England"
"3540209484",2004-12-22,"2004",229.00,"Chemistry","Transition Metal and Rare Earth Compounds III","Excited States, Transitions, Interactions","Hartmut","Yersin","University of Regensburg, Germany",,,,,,,,,,,,,"E",,,"HC","294",,"Topics in Current Chemistry","000241",,,,,"C","USA"
"3540213406",2004-12-22,"2004",239.00,"Medicine","Pediatric Brain and Spine","An Atlas of MRI and Spectroscopy","L.M.","Ketonen","University of Rochester School of Medicine & Dentristry, Rochester, NY","A.","Hiwatashi","University of Rochester School of Medicine & Dentistry, Rochester, NY","R.","Sidhu","University of Rochester School of Medicine & Dentistry, Rochester, NY","P.-L.","Westesson","University of Rochester School of Medicine & Dentistry, Rochester, NY",,,,"A",,,"HC","494",,,,,"<P>This practical MR imaging atlas covers all aspects of pediatric brain and spine imaging including contemporary techniques such as diffusion imaging, fetal imaging and MR spectroscopy. The book consists of 12 chapters, starting with the developing pedia","<P>MR Imaging and Spectroscopy of the Developing Brain.- Congenital Malformation of the Brain.- Inherited Neurological Diseases and Disorders of Myelin.- Acquired Toxic and Metabolic Brain Disorders.- Tumors: Paratentorial Neoplasms.- Tumors: Supratentori",,"B","China"
"3540005668",2004-12-22,"2004",250.00,"Statistics","Handbook of Epidemiology",,"Wolfgang","Ahrens","BIPS, Bremen, Germany","Iris","Pigeot","BIPS, Bremen, Germany",,,,,,,,,,"E",,,"HC","1000","165",,,,"The Handbook of Epidemiology provides a comprehensive overview of the field and thus bridges the gap between standard textbooks of epidemiology and dispersed publications for specialists that have a narrowed focus on specific areas. It reviews the key iss","Section 1: Concepts and Methodological Approaches in Epidemiology Section. 2: Statistical Methods in Epidemiology. Section 3: Applications in Epidemiology. Section 4: Research Areas in Epidemiology.",,"A","Ghana"
"3540209158",2004-12-22,"2004",299.00,"Chemistry","Immobilized Catalysts","Solid Phases, Immobilization and Applications","Andreas","Kirschning","University of Hannover, Germany",,,,,,,,,,,,,"E",,,"HC","336",,"Topics in Current Chemistry","000242",,,"<P>&nbsp;R. Haag, S. Roller: Polymeric Supports for the Immobilisation of Catalysts .- </P> <P>J. Horn, F. Michalek, C.C. Tzschucke, W. Bannwarth: Non-Covalently Solid-Phase Bound Catalysts for Organic Synthesis .- </P> <P>Y. Uozumi: Recent Progress in Po",,"C","France"
"0735402124",2004-12-23,"2004",65.00,"Physics","2005 Graduate Programs in Physics, Astronomy, and Related Fields",,,"American Institute of Physics",,,,,,,,,,,,,,"E","AIP Press",,"SC","862",,,"002005",,"<P>This comprehensive compendium provides information on nearly every U.S. doctoral program in physics and astronomy, plus data on most major master's programs in these fields. Information on many major Canadian programs is also included. In addition, the",,,"C","England"
"1402026625",2005-01-04,"2005",105.00,"Engineering","Perpendicular Magnetic Recording",,"Sakhrat","Khizroev","Center for Nanoscale Magnetic Devices, Miami, FL","Dmitri","Litvinov","University of Houston, TX",,,,,,,,,,"A",,,"HC","174",,,,,"<P>Magnetic recording is expected to become core technology in a multi-billion dollar industry in the in the very near future. Some of the most critical discoveries regarding perpendicular write and playback heads and perpendicular media were made only du",,,"B","India"
"0306484781",2005-01-04,"2005",125.00,"Social Sciences","Gathering Hopewell","Society, Ritual, and Ritual Interaction","Christopher","Carr","Arizona State University, Tempe","D. Troy","Case","Arizona State University, Tempe",,,,,,,,,,"E","Plenum US",,"HC","807","0","INTERDISCIPLINARY CONTRIBUTIONS TO ARCHAEOLOGY",,,"Among the most socially and personally vocal archaeological remains on the North American continent are the massive and often complexly designed earthen architecture of Hopewellian peoples of two thousand years ago, their elaborately embellished works of ",,,"B","USA"
"1402081340",2005-01-04,"2005",129.00,"Mathematics","Metaheuristic Optimization via Memory and Evolution","Tabu Search and Scatter Search","Cesar","Rego","The University of Mississippi, University, MS","Bahram","Alidaee","The University of Mississippi, University, MS",,,,,,,,,,"E",,,"HC","466",,"Operations Research/Computer Science Interfaces Series","000030",,"<P>Tabu Search (TS) and, more recently, Scatter Search (SS) have proved highly effective in solving a wide range of optimization problems, and have had a variety of applications in industry, science, and government. The goal of METAHEURISTIC OPTIMIZATION ",,,"B","China"
"1590594304",2005-01-04,"2005",34.99,"Computer Science","Web Designer's Reference: An Integrated Approach to Web Design with XHTML and CSS","An Integrated Approach to Web Design with XHTML and CSS","Craig","Grannell",,,,,,,,,,,,,,"A","friends of ED",,"SC","408",,,,,"<P>Web Designer’s Reference provides an intriguing, comprehensive reference for Web design, using XHTML, CSS, and presentation-oriented JavaScript. This book is divided primarily in two sections: the Tutorial section, which includes Modular discussion and","<P>Chapter 1: Introduction to Web design with XHTML and CSS</P> <P>Chapter 2: Web Page Defaults</P> <P>Chapter 3: Working with Text</P> <P>Chapter 4: Working with Images</P> <P>Chapter 5: Creating Navigation</P> <P>Chapter 6: Introduction to Layout</P> <P",,"A","Ghana"
"1590594487",2005-01-04,"2005",39.99,"Computer Science","Mastering Oracle SQL and SQL* Plus (OakTable) ",,"Lex","DeHaan",,,,,,,,,,,,,,"A","APress",,"SC","488",,,,,"<P>SQL is the ANSI-standard language for accessing and manipulating relational databases. Anyone (programmers, administrators, or designers) who work with a relational databases need to understand the SQL language. While most books on the market do not pr","<P>01 Introduction relational database management systems and Oracle</P> <P>02 Introduction to SQL and SQL*Plus</P> <P>03 Data definition - part I</P> <P>04 Retrieval û the basics</P> <P>05 Retrieval û functions</P> <P>06 Data manipulation</P>",,"A","France"
"1590593804",2005-01-04,"2005",39.99,"Computer Science","PHP 5 Objects, Patterns, Practice",,"Matt","Zandstra",,,,,,,,,,,,,,"A","APress",,"SC","456",,,,,"<P><STRONG>PHP 5 Objects, Patterns and Practice</STRONG> is a practical design and management book. It explains object-oriented programming in PHP 5, the latest version of PHP. This book explores the principles underlying design patterns (principally thos",,,"A","England"
"3409125841",2005-01-04,"2005",44.95,"Economics & Law","Management Consulting Today","Strategies for a Challenging Environment","Jean-Paul","Thommen",,"Ansgar","Richter",,,,,,,,,,,"A","GWV Vieweg Verlag",,"SC","200",,,,,"<P>Leading management consultants and academics discuss the development of the consulting industry and of the firms that have decisively shaped the sector. The authors provide in-depth insights into the leadership of top management consultancies, the stra","<P>The Management of Client Relationships</P> <P>Organization and Governance of Management Consulting Firms</P> <P>Life Cycle Phenomena in the Consulting Sector</P> <P>Strategy and Economics of Consulting Firms</P> <P>Thought Leadership in Consulting</P>",,"B","India"
"1590594460",2005-01-04,"2005",44.99,"Computer Science","ASP.NET 1.1 Solutions Toolkit",,"Victor G.","Aprea",,"Daniel","Cazzulino",,"Rick","Delorme",,"Robin","Dewson",,"Fabio C.","Ferracchiati",,"A","APress",,"SC","344",,,,,"<P>ASP.NET 1.1 Solutions Toolkit is a collection of reusable ASP.NET components, all of which serve two purposes. First, the components may be used as they are (or with minor modifications) to add exciting features to your own ASP.NET web sites. Second, e","Spinner Control <P>Bindable Bullet Control <P></P> <P>Pop-up/Under Component <P></P> <P>Scrollable Dataset <P></P> <P>File Uploader <P></P> <P>Globalizable Page <P></P> <P>Validation Control <P></P> <P>Analogue Clock Face <P></P> <P>Image Magnifier <P></P",,"A","USA"
"0306486512",2005-01-04,"2005",59.95,"Social Sciences","Global Archaeological Theory","Contextual Voices and Contemporary Thoughts","Pedro Paulo","Funari","History Dept. and Center for Strategic Studies, Campinas State University, São Paulo, Brazil","Andrés","Zarankin","National Science Foundation of Argentina, Buenos Aires, Argentina","Emily","Stovel","Dept. of Anthropology and Sociology, Ripon College, WI",,,,,,,"E","Plenum US",,"SC","380","0",,,,"<P>Archaeological theory has gone through a great upheaval in the last 50 years ? from the processual theory, which wanted to make archaeology more",,,"B","China"
"0306486997",2005-01-04,"2005",59.95,"Medicine","Positive Prevention","Reducing HIV Transmission among People Living with HIV/AIDS","Seth C.","Kalichman","Dept. of Psychology, University of Connecticut, Storrs",,,,,,,,,,,,,"E","Plenum US",,"HC","281","0",,,,"The CDC has made a revision in their philosophy underlying recommended prevention techniques to stop the spread of HIV/AIDS. The new approach focuses on",,,"A","Ghana"
"1590594568",2005-01-04,"2005",59.99,"Computer Science","Advanced SharePoint Services Solutions",,"Scot P.","Hillier",,,,,,,,,,,,,,"A","APress","01","SC","392",,,,,"<P>This book will cover advanced techniques for programming web parts and SharePoint Services. It will also cover advanced integration techniques with related products such as BizTalk Server 2004 and Content Server. Intended for advanced developers who al","<P>Customizing SharePoint Look and Feel (50)</P> <P>Style sheets</P> <P>CAML</P> <P>SharePoint Data Structures (70)</P> <P>SharePoint Web Services</P> <P>SharePoint Database tables and stored procedures</P> <P>Advanced Web Part Techniques (100)</P> <P>Bui",,"A","France"
"1852338385",2005-01-04,"2005",69.95,"Medicine","Clinical PET and PET/CT","A Survival Guide","H.","Jadvar","University of Southern California, Los Angeles, CA","J.A.","Parker","Harvard Medical School, Boston, MA",,,,,,,,,,"A",,,"SC","279",,,,,"A practical manual covering the full spectrum of PET imaging which is now in common clinical practice. It includes images of normal variants, artefacts, and pathologic conditions. Indications for and the relative clinical value of PET in the armamentarium","Section I. PET Physics and Instrumentation Physics Dedicated PET Combined PET/CT Coincidence Imaging Section II. PET Radiotracers FDG Non-FDG Section III. PET Clinical Applications Cardiology Neurology Oncology Infection and Inflammation Pediatrics Concis",,"A","England"
"081763777X",2005-01-04,"2005",69.95,"Mathematics","Lie Theory","Harmonic Analysis on Symmetric Spaces ? General Plancherel Theorems","Jean-Philippe","Anker","Université d'Orléans, Orléans, France","Bent","Orsted","University of Southern Denmark, Odense, Denmark",,,,,,,,,,"E","Birkhauser",,"HC","175",,"Progress in Mathematics","000230",,"<P>Semisimple Lie groups, and their algebraic analogues over fields other than the reals, are of fundamental importance in geometry, analysis,&nbsp;and mathematical physics. Three independent, self-contained volumes, under the general title <EM>Lie Theory",,,"A","USA"
"0387227865",2005-01-04,"2005",69.95,"Psychology","From Adolescence to Adulthood in the Vietnam Era",,"Timothy J.","Owens","Purdue University, West Lafayette, IN",,,,,,,,,,,,,"A",,,"HC","137",,"Longitudinal Research in the Social and Behavioral Sciences An Interdisciplinary Series",,,"<P>Children born during the post-WWII era of peace and prosperity entered history at a time dominated by I-Like-Ike politics and domestic security. As they approached adolescence, however, their world was shaken by major cultural, economic, social, and po","Preface. 1. Implications of Context Choice for the Early Life Course.&nbsp;2. Data, Methods, and Measurement Issues.&nbsp;3. Choice of Paths after High School and the Class of 1969 in Sociohistorical Context.&nbsp;4. Pathway's Effects on Self-Esteem.&nbsp",,"B","China"
"1402081103",2005-01-04,"2005",69.95,"Mathematics","Nonlinear Optimization with Financial Applications",,"Michael","Bartholomew-Biggs",,,,,,,,,,,,,,"A",,,"HC","261",,,,,"<P>&nbsp;? The book introduces the key ideas behind practical nonlinear optimization. </P> <P></P> <P>&nbsp;? Computational finance?an increasingly popular area of mathematics degree programmes?is combined here with the study of an important class of nume",,,"B","Ghana"
"0387202757",2005-01-04,"2005",79.95,"Statistics","Regression Methods in Biostatistics","Linear, Logistic, Survival, and Repeated Measures Models","Eric","Vittinghoff","University of California, San Francisco, CA","David V.","Glidden","University of California, San Francisco, CA","Stephen C.","Shiboski","University of California, San Francisco, CA","Charles E.","McCulloch","University of California, San Francisco, CA",,,,"A",,,"HC","344",,"Statistics for Biology and Health",,,"<P>This new book provides a unified, in-depth, readable introduction to the multipredictor regression methods most widely used in biostatistics: linear models for continuous outcomes, logistic models for binary outcomes, the Cox model for right-censored s",,,"A","France"
"1852338180",2005-01-04,"2005",79.95,"Computer Science","Computer Graphics and Geometric Modelling","Implementation & Algorithms","Max K.","Agoston","San Jose State University, San Jose, CA",,,,,,,,,,,,,"A",,,"HC","907",,,,,"Possibly the most comprehensive overview of computer graphics as seen in the context of geometric modeling, this two volume work covers implementation and theory in a thorough and systematic fashion. Computer Graphics and Geometric Modeling: Implementatio","From the contents. Introduction.- Raster Algorithms.- Clipping.- Transformations and the Graphics Pipeline.- Approaches to Geometric Modelling.- Basic Geometric Modeling Tools.- Visible Surface Algorithms.- Colour.- Illumination and Shading.- Rendering Te",,"A","England"
"0387240993",2005-01-04,"2005",79.95,"Economics & Law","The Practice of Supply Chain Management: Where Theory and Application Converge","Where Theory and Application Converge","Terry P.","Harrison","Penn State University, University Park, PA. USA","Hau L.","Lee","University of Stanford, CA","John J.","Neale","Optiant Inc., Burlington, MA",,,,,,,"E",,,"SC","356",,"International Series in Operations Research & Management Science","000062",,"For over a decade, there has been an increasing interest in the use of supply chain methods to improve performance across the entire business enterprise. Numerous industries have recognized the importance of efficient supply chain integration, and, as a r",,,"A","USA"
"1852337907",2005-01-04,"2005",89.95,"Computer Science","Visualizing Information Using SVG and X3D","XML-based Technologies for the XML-based Web","Vladimir","Geroimenko","University of Plymouth, UK","Chaomei","Chen","Drexel University, Philadelphia, PA",,,,,,,,,,"E",,,"HC","298","211",,,,"This is the first book devoted to both SVG and X3D as a new and universal means of visualizing information. It presents the state-of-the-art research emerging in this novel area and introduces SVG and X3D fundamentals and leading authoring tools. The key ",,,"B","China"
"0306486938",2005-01-04,"2005",99.00,"Social Sciences","The Archaeology of Plural and Changing Identities","Beyond Identification","Eleanor C.","Casella","Manchester University, Manchester, United Kingdom","Chris","Fowler","School of Arts, Histories and Cultures, University of Manchester, UK",,,,,,,,,,"E","Plenum US",,"HC","12","27",,,,"<P>Yet, as people move through life they continually shift affiliation from one position to another, dependent on the wider contexts of their interactions. Different forms of material culture may be employed as affiliations shift, and the connotations of ",,,"B","Ghana"
"1402026617",2005-01-04,"2005",121.00,"Engineering","Axial Flux Permanent Magnet Brushless Machines",,"Jacek F.","Gieras","United Technologies Research Center, East Hartford, CT, USA.","Rong-Jie","Wang","University of Stellenbosch, South Africa","Maarten J.","Kamper","University of Stellenbosch, South Africa",,,,,,,"A",,,"HC","340",,,,,"<P>Axial Flush Permanent Magnet (AFPM) brushless machines are modern electrical machines with a lot of advantageous merits over their conventional counterparts. They are increasingly used in power generation, domestic appliances, industrial drives, electr",,,"B","France"
"0387234888",2005-01-04,"2005",129.00,"Engineering","MIMO Signals and Systems",,"Horst","Bessai","University of Siegen, Germany",,,,,,,,,,,,,"A",,,"HC","206",,"Information Technology: Transmission, Processing and Storage",,,"<P>This text introduces the reader to the theory of multi-port signals and systems with a focus on vector-valued signal transmission. Of primary interest is the dynamic behaviour of electrical multiple-input multiple-output (MIMO) systems. The book provid",,,"A","England"
"140202729X",2005-01-04,"2005",129.00,"Computer Science","From Brows to Trust","Evaluating Embodied Conversational Agents","Zsófia","Ruttkay",,"Catherine","Pelachaud",,,,,,,,,,,"E",,,"HC","352",,"Human-Computer Interaction Series","000007",,"<P>Embodied conversational agents (ECAs) are autonomous software entities with human-like appearance and communication skills. These agents can take on a number of different roles, for example, as an assistant, tutor, information provider, or customer ser",,,"B","India"
"030647848X",2005-01-04,"2005",139.00,"Biology","DNA Methylation and Cancer Therapy",,"Moshe","Szyf","McGill University, Montreal, QC, Canada",,,,,,,,,,,,,"A","Springer-Verlag US",,"HC","239","69","Medical Intelligence Unit",,,"<P>This book provides a comprehensive analysis of implications of DNA methylation on cancer diagnosis and cancer therapy.&nbsp; This unique volume focuses on cancer therapy by thoroughly dissecting the basic principles of DNA methylation in cancer from mo","<P>Preface ................................................................................................ xiii</P> <P>1. DNA Methylation: Three Decades in Search of Function ...................... 1</P> <P>2. Epigenetic Mechanisms of Gene Regulation: Re",,"B","USA"
"0387230092",2005-01-04,"2005",139.00,"Physics","Optical Frequency-Modulated Continuous-Wave (FMCW) Interferometry",,"Jesse","Zheng","Vancouver, BC, Canada",,,,,,,,,,,,,"A",,"01","HC","254",,"Springer Series in Optical Sciences","000107",,"<P>This book introduces the optical frequency-modulated continuous-wave (FMCW) interfereometry ? a new field of optics that is derived from electrical radar. The study of optical FMCW interference not only updates our knowledge about the nature of light, ",,,"B","China"
"0306486598",2005-01-04,"2005",149.00,"Physics","Pumps, Transports, and Ion Channels","none","Francisco","Sepulveda",,"Francisco","Bezanilla",,,,,,,,,,,"E",,"01","HC","165","67","Series of the Centro De Estudios Científicos",,,,,,"B","Ghana"
"0387208585",2005-01-04,"2005",149.00,"Medicine","PET-CT","A Case Based Approach","Peter S.","Conti","University of Southern California, Los Angeles, CA","Daniel K.","Cham","University of Southern California, Los Angeles, CA",,,,,,,,,,"E",,,"HC","308","472",,,,"<P>The PET Imaging Science Center at the University of Southern California is recognized internationally as one of the premier PET imaging centers. The director of the PET center, Dr. Peter Conti, is a distinguished leader in the nuclear medicine communit",,,"A","France"
"0387231544",2005-01-04,"2005",199.00,"Biology","Plasticity and Signal Representation in the Auditory System",,"Josef","Syka","Praha, Czech Republik","Michael M.","Merzenich",,,,,,,,,,,"E",,"01","HC","416",,,,,"<P>This volume summarizes the state of development of auditory system neuroscience. This field is in an era of remarkable progress, particularly in the field of plasticity of the auditory system. New advances in understanding auditory system plasticity, b","<P>PHYSIOLOGICAL ASPECTS OF THE AUDITORY PROCESSING</P> <P></P> <P>Interaural Time Difference Processing</P> <P>Interplay of Excitation and Inhibition in Auditory Brainstem Processing at Endbulbs of Held of the MNTB and AVCN</P> <P>Topographic Representat",,"C","England"
"0387220224",2005-01-04,"2005",199.00,"Physics","Nonlinear Optical Crystals: A Complete Survey","A Complete Survey","David","Nikogosyan","SFI Investigator Physics Dept University College Cork Cork, Ireland",,,,,,,,,,,,,"A",,,"HC","427",,,,,"Nonlinear optical techniques are now recognized as the most efficient means available to generate laser radiation at wavelengths that are presently inaccessible via conventional sources. This technology uses nonlinear optical crystals for the frequency co","<P>1. Introduction</P> <P>2. Basic Nonlinear Optical Crystals</P> <P>3.Main Infrared Materials</P> <P>4. Often Used Crystals</P> <P>5. Periodically-poled Crystals and",,"B","India"
"1852338091",2005-01-04,"2005",219.00,"Medicine","Atlas of Sarcoidosis","Pathogenesis, Diagnosis and Clinical Features","Violeta","Mihailovic-Vucinic","University Clinical Center of Serbia, Belgrade, Serbien und Montenegro","Om P.","Sharma","Keck School of Medicine, Los Angeles, CA",,,,,,,,,,"A",,,"HC","117",,,,,"Sarcoidosis is a complex multisytem disease. Shortness of breath (dyspnea) and a cough that won't go away can be among the first symptoms of sarcoidosis, but sarcoidosis can also show up suddenly with the appearance of skin rashes and other dermatoses. An","1. The Pioneers of Sarcoidosis 2. Pathogenesis 3. Diagnosis and Differential Diagnosis of Sarcoid Granuloma 4. Clinical Features 5. Laboratory Investigations and Immunologic Testing 6. Pulmonary Sarcoidosis 7. Pleural Involvement in Sarcoidosis 8. Sarcoid",,"B","USA"
